shipment_id,order_id,vendor_id,status,carrier,dispatched_at,delivered_at,_ingested_at
686887768,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-457945ed5502,,unknown,DELIVERED,GIG,,2023-11-13 01:19:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-1c39d87c8301,,unknown,IN_TRANSIT,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-3cf1b280c80b,,unknown,DELIVERED,Local,,,2026-02-23 16:43:46.375860+00:00
982416447,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-ac7185b75810,,unknown,DELIVERED,GIG,2023-10-16 13:26:17+00:00,2023-10-18 10:26:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-729902706433,,unknown,IN_TRANSIT,Kwik,2023-01-22 21:15:07+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-9c8a0f232524,,unknown,PICKED_UP,GIG,2023-07-25 16:35:17+00:00,,2026-02-23 16:43:46.375860+00:00
604793890,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-2bd3de01f560,,unknown,CREATED,GIG,,,2026-02-23 16:43:46.375860+00:00
497910590,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
616102523,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-80dda658bc00,,unknown,IN_TRANSIT,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-c7da3bfff0c7,,unknown,DELIVERED,Kwik,2023-08-21 11:48:49+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-47768aa13388,,unknown,DELIVERED,DHL,2023-01-26 14:07:04+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-0bb2b0ec2b06,,unknown,PICKED_UP,DHL,,,2026-02-23 16:43:46.375860+00:00
468441783,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-e6c6972f123a,,unknown,DELIVERED,FedEx,2023-10-31 00:43:01+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-cacfe125c1fb,,unknown,DELIVERED,GIG,,2023-02-28 04:05:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-69da3f6ac09f,,unknown,DELIVERED,FedEx,2023-07-31 04:24:42+00:00,2023-08-02 13:24:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-b31a2386f4ae,,unknown,PICKED_UP,Local,2023-07-25 02:40:55+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-855577899c12,,unknown,PICKED_UP,Kwik,2023-01-27 06:14:54+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-8414afa36e79,,unknown,PICKED_UP,Local,2023-10-25 06:24:17+00:00,,2026-02-23 16:43:46.375860+00:00
854415597,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-70e2bfdcc566,,unknown,DELIVERED,FedEx,2023-10-24 19:00:22+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-262108c1ec7d,,unknown,PICKED_UP,GIG,2023-05-14 21:10:03+00:00,,2026-02-23 16:43:46.375860+00:00
991749575,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
758240337,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
747489037,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-8ff2797d214f,,unknown,CREATED,FedEx,2023-06-25 02:34:44+00:00,,2026-02-23 16:43:46.375860+00:00
552498871,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-6d0dd2d37de2,,unknown,DELIVERED,Kwik,2023-01-17 17:08:29+00:00,,2026-02-23 16:43:46.375860+00:00
573989048,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
685583460,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
334126548,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-e2978f5af976,,unknown,CREATED,GIG,2023-01-19 18:21:44+00:00,,2026-02-23 16:43:46.375860+00:00
806597352,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
230016655,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
857352096,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-2ebc73de9b30,,unknown,CREATED,Local,2023-05-08 14:10:16+00:00,,2026-02-23 16:43:46.375860+00:00
298519273,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-e2aaaa6b6de3,,unknown,CREATED,Local,2023-08-02 01:55:01+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-16b09f52e20b,,unknown,CREATED,GIG,2023-02-17 21:48:54+00:00,,2026-02-23 16:43:46.375860+00:00
709633898,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-80dda658bc00,,unknown,PICKED_UP,Kwik,2023-08-09 02:32:27+00:00,,2026-02-23 16:43:46.375860+00:00
326253648,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-c01125e048f2,,unknown,IN_TRANSIT,FedEx,2023-10-13 01:14:29+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-926681fcc62a,,unknown,DELIVERED,Kwik,2023-05-30 23:12:29+00:00,2023-06-03 00:12:00+00:00,2026-02-23 16:43:46.375860+00:00
558749845,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-8941c225b403,,unknown,PICKED_UP,FedEx,2023-08-01 09:45:57+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-c28c2f436811,,unknown,PICKED_UP,GIG,2023-11-11 10:29:33+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-6bb3237d57f5,,unknown,PICKED_UP,Kwik,2023-02-06 02:43:51+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-bc727140ffb6,,unknown,PICKED_UP,GIG,2023-01-04 06:01:40+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-92241094eabf,,unknown,PICKED_UP,DHL,2023-03-16 07:11:31+00:00,,2026-02-23 16:43:46.375860+00:00
621793264,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
403903529,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
502285841,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-6c0b13e384ff,,unknown,CREATED,Kwik,2023-04-14 10:45:44+00:00,,2026-02-23 16:43:46.375860+00:00
471860844,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-8f0eeb023804,,unknown,PICKED_UP,DHL,2023-07-26 16:52:08+00:00,,2026-02-23 16:43:46.375860+00:00
564189589,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-d04a1e4c26f8,,unknown,CREATED,Kwik,2023-10-30 23:27:28+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-f28ccd4860ac,,unknown,CREATED,FedEx,2023-09-19 08:51:26+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-0c9b30bf023e,,unknown,DELIVERED,DHL,2023-04-03 22:46:48+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-4634e9f7cd3c,,unknown,CREATED,GIG,2023-05-21 16:49:29+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-eae113cf9bd9,,unknown,PICKED_UP,Kwik,2023-06-19 02:35:03+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-66fd26850c92,,unknown,CREATED,FedEx,2023-04-28 20:45:21+00:00,,2026-02-23 16:43:46.375860+00:00
229354037,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-7b16a53efa10,,unknown,CREATED,Kwik,,,2026-02-23 16:43:46.375860+00:00
601116630,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-ffae35f92df4,,unknown,PICKED_UP,GIG,,,2026-02-23 16:43:46.375860+00:00
330811883,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
360574042,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
366783989,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
887098620,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-7d7274dc99ce,,unknown,DELIVERED,Kwik,2023-06-10 18:54:14+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-798eddccaf43,,unknown,DELIVERED,DHL,2023-12-08 06:09:47+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-b0c863c048c4,,unknown,DELIVERED,Local,2023-02-14 01:01:41+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-6347f73e40da,,unknown,IN_TRANSIT,FedEx,2023-12-02 00:14:00+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-4034d9a2e08f,,unknown,PICKED_UP,DHL,2023-05-21 10:41:18+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-c7da3bfff0c7,,unknown,IN_TRANSIT,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-e5557a05666d,,unknown,IN_TRANSIT,Kwik,2023-04-13 16:04:42+00:00,,2026-02-23 16:43:46.375860+00:00
557171055,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
957897852,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
724175051,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-69da3f6ac09f,,unknown,PICKED_UP,DHL,2023-02-12 17:47:47+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-0a69ad270d5e,,unknown,PICKED_UP,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-df320ba6966a,,unknown,CREATED,GIG,,,2026-02-23 16:43:46.375860+00:00
640997327,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
808752721,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-31dfa07b9e5e,,unknown,DELIVERED,Local,2023-06-04 12:37:20+00:00,,2026-02-23 16:43:46.375860+00:00
118351442,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
535165736,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-d8552dcbbb7c,,unknown,PICKED_UP,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-f5615056de11,,unknown,DELIVERED,Kwik,,,2026-02-23 16:43:46.375860+00:00
990614897,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
324439501,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-67cfcc056ada,,unknown,IN_TRANSIT,GIG,2023-06-13 22:41:18+00:00,,2026-02-23 16:43:46.375860+00:00
834604200,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-fc4eb989a630,,unknown,PICKED_UP,FedEx,,,2026-02-23 16:43:46.375860+00:00
434283799,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-4f1928ad39c1,,unknown,PICKED_UP,GIG,2023-03-11 21:15:59+00:00,,2026-02-23 16:43:46.375860+00:00
991368209,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-2554b5159b94,,unknown,IN_TRANSIT,FedEx,2023-06-01 08:00:24+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-4eaf077846be,,unknown,DELIVERED,Local,,2023-12-11 05:20:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-cb60bb914320,,unknown,IN_TRANSIT,GIG,2023-02-20 09:28:43+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-798eddccaf43,,unknown,PICKED_UP,DHL,2023-10-20 08:21:52+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-2f5b6dca6eeb,,unknown,CREATED,FedEx,2023-06-11 12:04:54+00:00,,2026-02-23 16:43:46.375860+00:00
290575149,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
175415732,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
225162968,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-adfa2b04385a,,unknown,IN_TRANSIT,Kwik,,,2026-02-23 16:43:46.375860+00:00
709357418,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
909240854,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
517343229,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-3153378deeb3,,unknown,IN_TRANSIT,GIG,2023-03-14 19:44:17+00:00,,2026-02-23 16:43:46.375860+00:00
286591379,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-37c8f3377843,,unknown,PICKED_UP,Kwik,2023-06-12 19:33:51+00:00,,2026-02-23 16:43:46.375860+00:00
333096437,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-450718fc7fd1,,unknown,CREATED,Local,,,2026-02-23 16:43:46.375860+00:00
804225669,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
784561815,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
487864545,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
696408730,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
865623046,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
382974328,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-f93679a16e18,,unknown,DELIVERED,FedEx,2023-06-13 06:43:03+00:00,2023-06-14 21:43:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-0b58f97c6f13,,unknown,PICKED_UP,GIG,,,2026-02-23 16:43:46.375860+00:00
640400401,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
733876590,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-e7c5444e1c62,,unknown,PICKED_UP,Kwik,2023-02-08 09:59:11+00:00,,2026-02-23 16:43:46.375860+00:00
428409358,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-a352c57792ae,,unknown,IN_TRANSIT,DHL,,,2026-02-23 16:43:46.375860+00:00
376631501,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
335187170,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-b48627dae630,,unknown,CREATED,Local,,,2026-02-23 16:43:46.375860+00:00
911422524,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
167703040,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-65c2cee050f9,,unknown,DELIVERED,Local,2023-07-29 16:56:22+00:00,,2026-02-23 16:43:46.375860+00:00
700479856,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
646915535,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-391d58b2be8d,,unknown,DELIVERED,Local,2023-05-15 23:28:14+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-1cbe3a6a4d07,,unknown,DELIVERED,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-e04f7b07562d,,unknown,CREATED,FedEx,2023-09-22 00:06:11+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-dfdf44554e8c,,unknown,DELIVERED,FedEx,2023-12-27 12:58:42+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-3fd76beeaa4b,,unknown,DELIVERED,Local,2023-05-21 08:58:44+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-2d26a5d7a1b4,,unknown,CREATED,DHL,,,2026-02-23 16:43:46.375860+00:00
684755648,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
290564969,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
598202534,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
469949756,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
835731238,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
154939027,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-09784a689198,,unknown,PICKED_UP,Kwik,2023-08-15 21:29:09+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-b7c6e3b9b2d8,,unknown,DELIVERED,FedEx,2023-02-11 15:13:14+00:00,2023-02-12 08:13:00+00:00,2026-02-23 16:43:46.375860+00:00
372866860,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
352188119,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
549724964,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
435290459,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-6230a9e74f37,,unknown,DELIVERED,GIG,2023-01-12 11:48:58+00:00,2023-01-14 11:48:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-6475ebffdc0f,,unknown,IN_TRANSIT,GIG,2023-05-15 22:02:05+00:00,,2026-02-23 16:43:46.375860+00:00
290882445,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-20367ca85f8c,,unknown,PICKED_UP,GIG,2023-11-17 19:22:56+00:00,,2026-02-23 16:43:46.375860+00:00
278503728,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-9684796170d9,,unknown,IN_TRANSIT,Local,2023-11-30 19:14:41+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-5bbe272b222e,,unknown,PICKED_UP,GIG,2023-01-24 23:57:56+00:00,,2026-02-23 16:43:46.375860+00:00
734348517,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
820556555,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-fb5b9951953f,,unknown,CREATED,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-66fd26850c92,,unknown,IN_TRANSIT,FedEx,2023-10-06 14:54:53+00:00,,2026-02-23 16:43:46.375860+00:00
501007694,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
593849572,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-47894dddb5fd,,unknown,CREATED,Kwik,2023-04-13 07:31:12+00:00,,2026-02-23 16:43:46.375860+00:00
358051711,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-73c560fc1607,,unknown,DELIVERED,Kwik,2023-10-16 09:56:02+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-1fcffbc57098,,unknown,IN_TRANSIT,FedEx,2023-08-25 06:48:31+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-96add63d3e32,,unknown,PICKED_UP,FedEx,2023-09-17 16:37:25+00:00,,2026-02-23 16:43:46.375860+00:00
414969211,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
835194845,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
294388246,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-b75d23f8f60f,,unknown,IN_TRANSIT,Local,2023-06-01 16:47:15+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-8f0a0d5e0681,,unknown,DELIVERED,Local,2023-11-30 02:52:41+00:00,2023-12-03 11:52:00+00:00,2026-02-23 16:43:46.375860+00:00
318186293,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
687805571,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-d7a2185d0793,,unknown,IN_TRANSIT,Kwik,,,2026-02-23 16:43:46.375860+00:00
997986716,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
301341868,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
622998960,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-bb8f86b38cef,,unknown,PICKED_UP,FedEx,2023-06-05 23:28:24+00:00,,2026-02-23 16:43:46.375860+00:00
169435477,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-78f3ad8513aa,,unknown,CREATED,DHL,2023-04-05 08:43:45+00:00,,2026-02-23 16:43:46.375860+00:00
670803961,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-ff6a3046e649,,unknown,IN_TRANSIT,FedEx,2024-01-02 10:01:27+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-abd1aa7c241f,,unknown,PICKED_UP,Local,2023-03-03 19:59:29+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-c2237424e77b,,unknown,IN_TRANSIT,Kwik,2023-02-13 23:16:47+00:00,,2026-02-23 16:43:46.375860+00:00
531483133,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-cf86be46e446,,unknown,CREATED,DHL,2023-07-10 06:08:30+00:00,,2026-02-23 16:43:46.375860+00:00
403460542,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
710310179,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-917cdb0ff550,,unknown,CREATED,Kwik,,,2026-02-23 16:43:46.375860+00:00
941192209,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
900031162,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
527280108,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-e2aaaa6b6de3,,unknown,DELIVERED,Kwik,2023-04-17 19:54:54+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-3399bcbffd83,,unknown,DELIVERED,FedEx,2023-09-22 16:31:17+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-59b556c0d7e8,,unknown,DELIVERED,FedEx,2023-05-26 15:53:57+00:00,2023-05-28 02:53:00+00:00,2026-02-23 16:43:46.375860+00:00
TRK-2a4d6ff9bcb1,,unknown,IN_TRANSIT,FedEx,,,2026-02-23 16:43:46.375860+00:00
194414657,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
847879761,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
987966276,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-3df90bfa90d3,,unknown,CREATED,Kwik,2023-09-16 14:03:07+00:00,,2026-02-23 16:43:46.375860+00:00
943797961,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
761387681,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-608744efe99a,,unknown,PICKED_UP,Kwik,2023-04-15 07:39:15+00:00,,2026-02-23 16:43:46.375860+00:00
596199035,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
160105598,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
261290454,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
341404158,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-51dd9425f54f,,unknown,IN_TRANSIT,FedEx,2023-04-01 04:33:08+00:00,,2026-02-23 16:43:46.375860+00:00
204601003,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-eae113cf9bd9,,unknown,DELIVERED,Kwik,2023-07-18 04:18:13+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-fe59564290ad,,unknown,DELIVERED,Kwik,,,2026-02-23 16:43:46.375860+00:00
523137454,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-09f9e1937165,,unknown,DELIVERED,FedEx,2023-08-19 10:55:59+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-380bd101684e,,unknown,DELIVERED,DHL,,,2026-02-23 16:43:46.375860+00:00
296939254,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-0a756d89ce63,,unknown,PICKED_UP,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-85ae802a597c,,unknown,DELIVERED,DHL,,,2026-02-23 16:43:46.375860+00:00
895530623,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-196795fe710c,,unknown,DELIVERED,Local,2023-12-09 18:57:40+00:00,2023-12-12 00:57:00+00:00,2026-02-23 16:43:46.375860+00:00
195747445,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
716199523,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-68d267426477,,unknown,CREATED,Local,2023-10-29 18:11:41+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-5f7e1f060896,,unknown,PICKED_UP,Kwik,,,2026-02-23 16:43:46.375860+00:00
268052400,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-586c47187b97,,unknown,IN_TRANSIT,FedEx,2023-09-28 08:37:28+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-1975cd8a4220,,unknown,PICKED_UP,GIG,2023-11-04 21:52:13+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-bc1abb1b44d8,,unknown,CREATED,Kwik,,,2026-02-23 16:43:46.375860+00:00
979206441,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-2730a81f8ea9,,unknown,IN_TRANSIT,Local,2023-10-21 10:09:57+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-6580794e2523,,unknown,PICKED_UP,Local,2023-07-08 15:22:22+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-c01125e048f2,,unknown,CREATED,Local,,,2026-02-23 16:43:46.375860+00:00
517542712,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
TRK-04703995cdec,,unknown,IN_TRANSIT,FedEx,2023-02-16 17:23:38+00:00,,2026-02-23 16:43:46.375860+00:00
787420276,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-42aebec4f89a,,unknown,PICKED_UP,DHL,2023-02-27 10:50:15+00:00,,2026-02-23 16:43:46.375860+00:00
786389985,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-bc6e93ace25d,,unknown,CREATED,FedEx,,,2026-02-23 16:43:46.375860+00:00
TRK-00e485ccec07,,unknown,DELIVERED,GIG,2023-12-01 23:15:15+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-d8d4ec9284ce,,unknown,IN_TRANSIT,GIG,2023-12-10 11:12:14+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-9d42e63f4b41,,unknown,CREATED,Local,2023-10-11 16:17:36+00:00,,2026-02-23 16:43:46.375860+00:00
603437616,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-6336a7ced231,,unknown,PICKED_UP,Local,2023-08-17 07:43:33+00:00,,2026-02-23 16:43:46.375860+00:00
810559037,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
643335609,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
936962481,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
458199306,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-4552526ff002,,unknown,DELIVERED,Local,2023-01-05 00:30:36+00:00,,2026-02-23 16:43:46.375860+00:00
705721211,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
951446055,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
TRK-178af95e333c,,unknown,CREATED,DHL,2023-05-25 12:14:18+00:00,,2026-02-23 16:43:46.375860+00:00
460471406,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
827724171,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
489574969,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
475249401,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
327331385,,unknown,,Kwik,,,2026-02-23 16:43:46.375860+00:00
TRK-fb567cbe6908,,unknown,DELIVERED,DHL,2023-04-17 22:38:36+00:00,2023-04-20 04:38:00+00:00,2026-02-23 16:43:46.375860+00:00
210216683,,unknown,,Local,,,2026-02-23 16:43:46.375860+00:00
TRK-a6dd7efe8009,,unknown,IN_TRANSIT,Kwik,2023-04-02 03:06:11+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-6230a9e74f37,,unknown,CREATED,FedEx,2023-05-30 08:35:55+00:00,,2026-02-23 16:43:46.375860+00:00
TRK-031fe3454fab,,unknown,IN_TRANSIT,Local,2023-11-27 22:27:49+00:00,,2026-02-23 16:43:46.375860+00:00
996815094,,unknown,,DHL,,,2026-02-23 16:43:46.375860+00:00
577003180,,unknown,,GIG,,,2026-02-23 16:43:46.375860+00:00
402062822,,unknown,,FedEx,,,2026-02-23 16:43:46.375860+00:00
